SURVEY: SDSS
SNID: 18323
IAUC: UNKNOWN
RA: 3.4286250
DEC: 0.6521667
MWEBV: 0.024 # MW E(B-V)
REDSHIFT_HELIO: 0.15500 +- 0.00100
REDSHIFT_CMB: 0.15382 +- 0.00099
VPEC: 54.322
VPEC_ERR: 250.000
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 54375.46
FILTERS: ABCfghijklrtuvLC

#==============================
NOBS: 93
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 54346.305 SDSS-g VOID 20.1900 31.5740
OBS: 54348.336 SDSS-g VOID 22.3400 18.5750
OBS: 54358.289 SDSS-g VOID 79.9100 20.0040
OBS: 54359.285 SDSS-g VOID 93.1500 29.0080
OBS: 54365.324 SDSS-g VOID 491.8702 19.2430
OBS: 54381.344 SDSS-g VOID 724.3203 22.2840
OBS: 54386.336 SDSS-g VOID 495.0602 18.5550
OBS: 54388.340 SDSS-g VOID 424.8202 17.2580
OBS: 54393.324 SDSS-g VOID 294.3001 15.7540
OBS: 54403.254 SDSS-g VOID 107.0900 33.3960
OBS: 54404.309 SDSS-g VOID 100.4000 22.2680
OBS: 54405.309 SDSS-g VOID 137.8401 19.6260
OBS: 54406.246 SDSS-g VOID 103.3600 13.7670
OBS: 54412.250 SDSS-g VOID 80.4400 17.5090
OBS: 54416.246 SDSS-g VOID 81.2800 13.5380
OBS: 54421.250 SDSS-g VOID 53.1200 18.3820
OBS: 54423.227 SDSS-g VOID 36.5200 30.4700
OBS: 54431.254 SDSS-g VOID -11.5200 86.9120
OBS: 54433.250 SDSS-g VOID 6.7900 43.4980
OBS: 54346.305 SDSS-r VOID -30.9100 33.0920
OBS: 54348.336 SDSS-r VOID -13.6200 23.7280
OBS: 54358.289 SDSS-r VOID 114.7400 30.8570
OBS: 54359.285 SDSS-r VOID 28.5900 47.3060
OBS: 54365.324 SDSS-r VOID 476.5699 25.0300
OBS: 54381.344 SDSS-r VOID 799.2899 26.2340
OBS: 54386.336 SDSS-r VOID 673.3799 27.5010
OBS: 54388.340 SDSS-r VOID 603.9899 26.3830
OBS: 54393.324 SDSS-r VOID 543.7399 23.3160
OBS: 54404.309 SDSS-r VOID 302.0799 27.8760
OBS: 54405.309 SDSS-r VOID 273.3799 27.2190
OBS: 54406.246 SDSS-r VOID 278.9999 21.7240
OBS: 54412.250 SDSS-r VOID 219.5400 33.8380
OBS: 54416.246 SDSS-r VOID 190.6700 21.5560
OBS: 54421.250 SDSS-r VOID 131.9600 28.0420
OBS: 54423.227 SDSS-r VOID 90.9100 36.6250
OBS: 54431.254 SDSS-r VOID 59.0900 76.6730
OBS: 54433.250 SDSS-r VOID 103.5300 43.1390
OBS: 54346.305 SDSS-i VOID -43.3100 52.6610
OBS: 54348.336 SDSS-i VOID -63.1100 37.9220
OBS: 54358.289 SDSS-i VOID 42.4100 68.6410
OBS: 54359.285 SDSS-i VOID 53.3800 74.3540
OBS: 54365.324 SDSS-i VOID 431.7598 34.4170
OBS: 54381.344 SDSS-i VOID 710.7597 38.8880
OBS: 54386.336 SDSS-i VOID 425.8198 37.6740
OBS: 54388.340 SDSS-i VOID 441.0398 36.0180
OBS: 54393.324 SDSS-i VOID 373.0699 32.9540
OBS: 54403.254 SDSS-i VOID 357.1899 50.7010
OBS: 54404.309 SDSS-i VOID 356.5299 38.8060
OBS: 54405.309 SDSS-i VOID 403.2198 38.4740
OBS: 54406.246 SDSS-i VOID 340.3999 33.5340
OBS: 54412.250 SDSS-i VOID 135.8199 48.5210
OBS: 54416.246 SDSS-i VOID 189.1999 33.5340
OBS: 54421.250 SDSS-i VOID 159.7299 43.4420
OBS: 54423.227 SDSS-i VOID 56.9600 42.5870
OBS: 54431.254 SDSS-i VOID 58.1500 90.0860
OBS: 54433.250 SDSS-i VOID 17.4600 54.6760
OBS: 54346.305 SDSS-z VOID 34.2300 127.0151
OBS: 54348.336 SDSS-z VOID -79.4700 113.9881
OBS: 54358.289 SDSS-z VOID -34.1100 146.3081
OBS: 54359.285 SDSS-z VOID -233.7301 277.9321
OBS: 54365.324 SDSS-z VOID 320.0801 94.2820
OBS: 54381.344 SDSS-z VOID 230.4001 114.3471
OBS: 54386.336 SDSS-z VOID 285.0401 121.0541
OBS: 54388.340 SDSS-z VOID 190.1701 99.3050
OBS: 54393.324 SDSS-z VOID 201.4801 89.7000
OBS: 54403.254 SDSS-z VOID 310.7701 128.2571
OBS: 54404.309 SDSS-z VOID 141.8901 106.4260
OBS: 54405.309 SDSS-z VOID 352.2002 101.0990
OBS: 54406.246 SDSS-z VOID 269.4201 92.7910
OBS: 54412.250 SDSS-z VOID -19.0100 130.7691
OBS: 54416.246 SDSS-z VOID 91.7300 94.7780
OBS: 54421.250 SDSS-z VOID 86.0000 119.6181
OBS: 54423.227 SDSS-z VOID 266.3201 110.7311
OBS: 54431.254 SDSS-z VOID 398.2202 245.3921
OBS: 54433.250 SDSS-z VOID -58.2600 151.7721
OBS: 54346.305 SDSS-u VOID 23.4400 73.1120
OBS: 54348.336 SDSS-u VOID 118.3700 47.8860
OBS: 54359.285 SDSS-u VOID -48.3700 88.7340
OBS: 54365.324 SDSS-u VOID 171.2099 42.6420
OBS: 54381.344 SDSS-u VOID 114.0800 52.3020
OBS: 54386.336 SDSS-u VOID 87.7700 45.0710
OBS: 54388.340 SDSS-u VOID 76.5900 43.9940
OBS: 54393.324 SDSS-u VOID 32.0000 40.4620
OBS: 54403.254 SDSS-u VOID -31.0500 74.0510
OBS: 54404.309 SDSS-u VOID 27.4100 63.7840
OBS: 54405.309 SDSS-u VOID 62.0900 51.0880
OBS: 54406.246 SDSS-u VOID 26.2700 37.4530
OBS: 54412.250 SDSS-u VOID 90.7000 59.3950
OBS: 54416.246 SDSS-u VOID 33.1000 38.4740
OBS: 54421.250 SDSS-u VOID 41.8800 59.7260
OBS: 54423.227 SDSS-u VOID -13.0200 70.4350
OBS: 54431.254 SDSS-u VOID -238.3199 208.9869
OBS: 54433.250 SDSS-u VOID 27.7000 94.5020
END_PHOTOMETRY:

# =============================================
