SURVEY: Jha2006_LC
SNID: sn2000cn
IAUC: UNKNOWN
RA: 0.0
DECL: 0.0
PHOTOMETRY_VERSION: Jha2006_LC
MWEBV: 0.057 MW E(B-V)
REDSHIFT_HELIO: 0.023493 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 51707.484
FILTERS: UBVRIfhjkl

NOBS: 72
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 51699.350 B  NULL    8970.1534 166.3604
OBS: 51700.340 B  NULL    11492.1129 254.7602
OBS: 51701.400 B  NULL    13452.4032 211.5172
OBS: 51702.480 B  NULL    16113.8709 415.9992
OBS: 51703.300 B  NULL    17045.1124 283.2436
OBS: 51709.390 B  NULL    17442.1444 289.8122
OBS: 51710.330 B  NULL    16474.0312 561.7233
OBS: 51711.210 B  NULL    15602.7041 316.7404
OBS: 51712.280 B  NULL    14804.7089 382.2784
OBS: 51715.360 B  NULL    10375.2816 287.3232
OBS: 51716.240 B  NULL    9488.5506 175.8484
OBS: 51728.470 B  NULL    1903.7060 79.5262
OBS: 51758.220 B  NULL    872.5692 59.4763
OBS: 51794.150 B  NULL    567.0220 79.1586
OBS: 51796.160 B  NULL    546.5122 93.6204
OBS: 51699.350 I  NULL    12542.9639 288.8017
OBS: 51700.340 I  NULL    15732.5886 405.7120
OBS: 51701.400 I  NULL    17717.4077 277.4015
OBS: 51702.480 I  NULL    19248.6461 478.6561
OBS: 51703.300 I  NULL    21419.0481 433.9928
OBS: 51709.390 I  NULL    19319.6906 480.4228
OBS: 51710.330 I  NULL    19934.2624 936.3322
OBS: 51711.210 I  NULL    19390.9982 410.7595
OBS: 51712.280 I  NULL    17914.3143 511.4716
OBS: 51715.360 I  NULL    14983.0486 634.7718
OBS: 51716.240 I  NULL    14086.4051 350.2866
OBS: 51728.470 I  NULL    14203.6569 510.1812
OBS: 51699.350 R  NULL    12427.9671 596.3174
OBS: 51700.340 R  NULL    15149.5633 642.0661
OBS: 51701.400 R  NULL    18314.7128 611.8111
OBS: 51702.480 R  NULL    20873.7327 688.6462
OBS: 51703.300 R  NULL    21938.1550 655.6072
OBS: 51709.390 R  NULL    26619.5132 697.8649
OBS: 51710.330 R  NULL    26742.3834 1154.4569
OBS: 51711.210 R  NULL    25680.3005 717.3720
OBS: 51712.280 R  NULL    24254.9345 774.2954
OBS: 51715.360 R  NULL    19230.9225 745.4840
OBS: 51716.240 R  NULL    18080.0699 631.6934
OBS: 51728.470 R  NULL    11428.7863 654.4717
OBS: 51758.220 R  NULL    2589.4057 570.9773
OBS: 51791.140 R  NULL    812.8307 574.3929
OBS: 51794.150 R  NULL    800.2029 566.8269
OBS: 51803.120 R  NULL    492.4931 558.9684
OBS: 51699.350 U  NULL    9401.5629 764.6569
OBS: 51700.340 U  NULL    12496.8356 815.1853
OBS: 51701.400 U  NULL    15502.4400 845.3516
OBS: 51703.300 U  NULL    17571.1447 905.5652
OBS: 51709.390 U  NULL    15805.2023 1461.9977
OBS: 51710.330 U  NULL    14655.4803 1145.9851
OBS: 51711.210 U  NULL    13243.4170 881.6496
OBS: 51712.280 U  NULL    10242.3606 866.4732
OBS: 51715.360 U  NULL    8332.9746 846.0694
OBS: 51716.240 U  NULL    6988.7589 714.3613
OBS: 51699.350 V  NULL    10270.6974 124.9398
OBS: 51700.340 V  NULL    12473.8329 207.9694
OBS: 51701.400 V  NULL    15374.4622 157.3217
OBS: 51702.480 V  NULL    17506.5241 258.9242
OBS: 51703.300 V  NULL    18096.7225 217.8013
OBS: 51709.390 V  NULL    23099.3599 256.2566
OBS: 51710.330 V  NULL    23334.5768 559.2100
OBS: 51711.210 V  NULL    22677.7484 293.2469
OBS: 51712.280 V  NULL    21978.5955 365.0352
OBS: 51715.360 V  NULL    18689.5969 344.9737
OBS: 51716.240 V  NULL    16904.4066 203.6031
OBS: 51728.470 V  NULL    7027.4851 176.1416
OBS: 51758.220 V  NULL    2179.7161 79.4129
OBS: 51789.290 V  NULL    1117.8922 260.3904
OBS: 51790.170 V  NULL    1007.3953 227.4587
OBS: 51791.140 V  NULL    932.3950 91.9939
OBS: 51794.150 V  NULL    933.2542 89.5724
OBS: 51803.120 V  NULL    735.8680 71.9195
OBS: 51810.150 V  NULL    545.0043 127.9067
END_PHOTOMETRY:

# =============================================
