SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-15uv
RA: 126.7837532
DECL: 27.8116448
MWEBV: 0.0286 +- 0.0014
FILTERS: griz
REDSHIFT_HELIO: 0.0202794 +- 0.0000167
REDSHIFT_FINAL: 0.0210258 +- 0.0000167
SEARCH_PEAKMJD: 57396.42482
HOSTGAL_LOGMASS: 9.770 +- 0.001
VPEC: 195.244
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 39
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57390.55971      g    NULL    24704.043        400.183    16.518     0.018  1.69
OBS:  57396.42441      g    NULL    23350.431        377.102    16.579     0.018  1.68
OBS:  57402.48553      g    NULL    17862.138        303.730    16.870     0.018  2.89
OBS:  57407.37033      g    NULL    12078.308        264.008    17.295     0.024  2.03
OBS:  57414.48185      g    NULL     6970.690        187.625    17.892     0.029  1.61
OBS:  57422.36304      g    NULL     3861.416        139.044    18.533     0.039  2.22
OBS:  57433.34281      g    NULL     2098.741        107.684    19.195     0.055  1.89
OBS:  57390.56011      r    NULL    29354.247        450.381    16.331     0.017  1.54
OBS:  57396.42482      r    NULL    30304.512        460.733    16.296     0.016  1.65
OBS:  57402.48591      r    NULL    22659.800        359.990    16.612     0.017  2.49
OBS:  57407.37074      r    NULL    18116.179        313.016    16.855     0.019  2.04
OBS:  57414.48223      r    NULL    16468.824        281.587    16.958     0.019  1.55
OBS:  57422.36344      r    NULL    12906.521        230.874    17.223     0.019  1.95
OBS:  57433.34320      r    NULL     6918.200        157.531    17.900     0.025  1.75
OBS:  57389.59100      r    NULL    29076.284        417.455    16.341     0.016  1.87
OBS:  57389.60407      r    NULL    28453.631        409.666    16.365     0.016  2.02
OBS:  57389.61731      r    NULL    29280.450        420.951    16.334     0.016  1.99
OBS:  57389.63054      r    NULL    28722.769        414.208    16.354     0.016  2.21
OBS:  57404.36188      r    NULL    20012.725        294.112    16.747     0.016  1.73
OBS:  57404.37359      r    NULL    19875.970        288.814    16.754     0.016  1.35
OBS:  57404.38566      r    NULL    19989.049        291.310    16.748     0.016  1.54
OBS:  57404.39744      r    NULL    20251.877        293.965    16.734     0.016  1.46
OBS:  57390.56048      i    NULL    19543.626        317.885    16.772     0.018  1.49
OBS:  57396.42518      i    NULL    18505.819        300.340    16.832     0.018  1.38
OBS:  57402.48627      i    NULL    13160.631        251.972    17.202     0.021  2.59
OBS:  57407.37110      i    NULL    10830.183        210.676    17.413     0.021  1.67
OBS:  57414.48259      i    NULL    12205.564        224.823    17.284     0.020  1.29
OBS:  57422.36380      i    NULL    12170.974        237.120    17.287     0.021  1.85
OBS:  57433.34356      i    NULL     6876.224        162.310    17.907     0.026  1.55
OBS:  57380.42641      i    NULL     7360.514        159.011    17.833     0.023  2.14
OBS:  57380.43842      i    NULL     7400.463        144.698    17.827     0.021  1.88
OBS:  57380.45148      i    NULL     7361.554        137.510    17.833     0.020  1.68
OBS:  57380.46346      i    NULL     7541.949        131.446    17.806     0.019  1.45
OBS:  57396.42555      z    NULL    18911.604        328.366    16.808     0.019  1.43
OBS:  57402.48665      z    NULL    15138.481        325.546    17.050     0.023  2.50
OBS:  57407.37146      z    NULL    14698.142        294.652    17.082     0.022  1.74
OBS:  57414.48296      z    NULL    15219.829        287.610    17.044     0.020  1.20
OBS:  57422.36417      z    NULL    14608.032        306.023    17.089     0.023  1.74
OBS:  57433.34393      z    NULL     7837.990        222.285    17.764     0.031  1.79
END:
