SURVEY: SDSS
SNID: 13038.0
IAUC: UNKNOWN
RA: 0.0
DECL: 0.0
PHOTOMETRY_VERSION: SDSS
MWEBV: 0.0386 MW E(B-V)
REDSHIFT_HELIO: 0.104 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53988.619
FILTERS: tvywxABCfhjklugriz

NOBS: 99
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 53975.270 g  NULL    835.5104 21.8480
OBS: 53996.277 g  NULL    1699.7608 33.8380
OBS: 53998.246 g  NULL    1513.5107 21.4040
OBS: 54005.277 g  NULL    942.6704 21.0370
OBS: 54008.238 g  NULL    713.0703 22.1660
OBS: 54010.230 g  NULL    631.4103 24.2800
OBS: 54012.223 g  NULL    541.3502 41.5380
OBS: 54020.230 g  NULL    311.6301 21.9480
OBS: 54022.277 g  NULL    209.5101 16.9130
OBS: 54028.219 g  NULL    185.2601 15.7070
OBS: 54030.223 g  NULL    181.8601 13.9600
OBS: 54035.297 g  NULL    182.0301 22.7920
OBS: 54037.203 g  NULL    133.9201 21.5340
OBS: 54040.219 g  NULL    168.5601 44.2430
OBS: 54049.242 g  NULL    148.4601 39.9370
OBS: 54050.203 g  NULL    153.0801 24.4290
OBS: 54053.207 g  NULL    125.8301 16.0080
OBS: 54056.211 g  NULL    114.6401 23.2720
OBS: 54059.203 g  NULL    99.0000 21.0230
OBS: 54062.207 g  NULL    63.9800 20.1450
OBS: 53975.270 r  NULL    675.2499 25.9850
OBS: 53993.340 r  NULL    2230.4196 37.7290
OBS: 53996.277 r  NULL    2037.9096 34.9690
OBS: 53998.246 r  NULL    1875.7796 25.1100
OBS: 54005.277 r  NULL    1312.0898 24.9560
OBS: 54008.238 r  NULL    1159.7198 26.5370
OBS: 54010.230 r  NULL    1134.3598 30.6640
OBS: 54012.223 r  NULL    1091.3099 40.7930
OBS: 54020.230 r  NULL    881.2899 31.0500
OBS: 54028.219 r  NULL    563.1199 28.6760
OBS: 54030.223 r  NULL    543.2399 22.5270
OBS: 54035.297 r  NULL    471.7599 38.0330
OBS: 54037.203 r  NULL    390.1099 32.7890
OBS: 54040.219 r  NULL    393.3699 47.9690
OBS: 54049.242 r  NULL    238.4000 42.0070
OBS: 54050.203 r  NULL    240.1700 37.0940
OBS: 54053.207 r  NULL    246.4800 26.4680
OBS: 54056.211 r  NULL    265.6500 35.2180
OBS: 54059.203 r  NULL    245.5700 29.9460
OBS: 54062.207 r  NULL    231.4400 31.4640
OBS: 53975.270 i  NULL    702.9397 39.7720
OBS: 53993.340 i  NULL    1493.9495 49.5420
OBS: 53996.277 i  NULL    1276.1794 41.1240
OBS: 53998.246 i  NULL    1153.1696 34.5000
OBS: 54005.277 i  NULL    780.1297 34.2520
OBS: 54008.238 i  NULL    790.2697 36.6800
OBS: 54010.230 i  NULL    790.9997 35.5760
OBS: 54012.223 i  NULL    849.1897 46.6440
OBS: 54020.230 i  NULL    773.6897 45.4020
OBS: 54022.277 i  NULL    801.2697 35.8520
OBS: 54028.219 i  NULL    566.9698 43.6630
OBS: 54030.223 i  NULL    532.4798 33.1480
OBS: 54035.297 i  NULL    448.0198 53.4060
OBS: 54037.203 i  NULL    421.5098 46.1750
OBS: 54040.219 i  NULL    363.8699 57.0770
OBS: 54049.242 i  NULL    263.9899 55.3100
OBS: 54050.203 i  NULL    248.5099 54.5650
OBS: 54053.207 i  NULL    250.5999 39.2200
OBS: 54056.211 i  NULL    119.2400 51.5570
OBS: 54059.203 i  NULL    191.5199 42.0070
OBS: 54062.207 i  NULL    172.0799 53.1020
OBS: 53975.270 z  NULL    545.7902 129.9961
OBS: 53996.277 z  NULL    588.9803 116.2791
OBS: 53998.246 z  NULL    591.2203 94.6680
OBS: 54005.277 z  NULL    388.1602 94.7230
OBS: 54008.238 z  NULL    491.6802 105.2660
OBS: 54010.230 z  NULL    360.7302 93.6190
OBS: 54012.223 z  NULL    386.6302 111.5871
OBS: 54020.230 z  NULL    555.2403 141.0361
OBS: 54022.277 z  NULL    687.7903 106.9500
OBS: 54028.219 z  NULL    414.5502 135.2681
OBS: 54030.223 z  NULL    415.3602 92.0740
OBS: 54035.297 z  NULL    164.2401 205.4541
OBS: 54037.203 z  NULL    223.1601 121.8541
OBS: 54040.219 z  NULL    430.2202 130.3001
OBS: 54049.242 z  NULL    229.8901 162.7021
OBS: 54050.203 z  NULL    196.4501 152.0481
OBS: 54053.207 z  NULL    219.9701 121.9641
OBS: 54056.211 z  NULL    288.3101 202.5011
OBS: 54059.203 z  NULL    171.6601 153.3181
OBS: 54062.207 z  NULL    170.8301 167.6421
OBS: 53975.270 u  NULL    188.8099 49.7900
OBS: 53993.340 u  NULL    509.6498 60.1130
OBS: 53996.277 u  NULL    412.5699 51.9980
OBS: 53998.246 u  NULL    311.5499 41.4830
OBS: 54005.277 u  NULL    150.0599 38.6680
OBS: 54008.238 u  NULL    83.3000 46.0640
OBS: 54010.230 u  NULL    73.4900 47.7200
OBS: 54012.223 u  NULL    111.7200 80.4820
OBS: 54020.230 u  NULL    33.1800 60.4160
OBS: 54028.219 u  NULL    39.9200 51.8600
OBS: 54030.223 u  NULL    27.7700 38.9710
OBS: 54035.297 u  NULL    -71.9600 91.7420
OBS: 54037.203 u  NULL    -30.1700 49.8180
OBS: 54040.219 u  NULL    122.5900 88.2100
OBS: 54050.203 u  NULL    49.4700 69.7180
OBS: 54053.207 u  NULL    -16.4300 46.3680
OBS: 54059.203 u  NULL    13.9200 63.2870
OBS: 54062.207 u  NULL    -7.2600 71.9810
END_PHOTOMETRY:

# =============================================
