SURVEY: SDSS
SNID: 14984.0
IAUC: UNKNOWN
RA: 0.0
DECL: 0.0
PHOTOMETRY_VERSION: SDSS
MWEBV: 0.0926 MW E(B-V)
REDSHIFT_HELIO: 0.184 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 54024.838
FILTERS: tvywxABCfhjklugriz

NOBS: 108
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 53974.180 g  NULL    9.5200 13.1020
OBS: 53989.168 g  NULL    3.1100 20.1560
OBS: 53989.188 g  NULL    -14.2500 20.3940
OBS: 53995.176 g  NULL    3.0400 13.2340
OBS: 53997.152 g  NULL    5.4600 16.8420
OBS: 54005.125 g  NULL    -9.5400 13.6180
OBS: 54007.137 g  NULL    16.1800 17.5040
OBS: 54009.133 g  NULL    85.6000 20.2200
OBS: 54011.199 g  NULL    152.3701 30.4980
OBS: 54019.148 g  NULL    366.2202 18.6470
OBS: 54025.195 g  NULL    363.5202 16.0440
OBS: 54029.125 g  NULL    340.8001 14.6500
OBS: 54031.113 g  NULL    311.9201 15.4500
OBS: 54036.117 g  NULL    222.6901 21.0750
OBS: 54039.113 g  NULL    175.9001 51.7500
OBS: 54048.109 g  NULL    92.5400 15.1220
OBS: 54052.113 g  NULL    35.9600 16.1740
OBS: 54054.133 g  NULL    56.1900 37.6740
OBS: 54055.109 g  NULL    32.5400 18.9200
OBS: 54058.105 g  NULL    27.5800 15.3040
OBS: 54063.098 g  NULL    23.2500 16.3530
OBS: 53974.180 r  NULL    -15.5000 20.1070
OBS: 53989.168 r  NULL    20.1300 23.8880
OBS: 53989.188 r  NULL    -14.9000 22.7730
OBS: 53995.176 r  NULL    -8.6200 19.5190
OBS: 53997.152 r  NULL    -4.0000 24.6960
OBS: 54005.125 r  NULL    12.7600 20.1070
OBS: 54007.137 r  NULL    43.1500 22.5160
OBS: 54009.133 r  NULL    80.2000 24.2190
OBS: 54011.199 r  NULL    210.1800 31.6850
OBS: 54019.148 r  NULL    370.1199 26.5460
OBS: 54025.195 r  NULL    418.8399 25.4610
OBS: 54029.125 r  NULL    484.0999 22.7180
OBS: 54031.113 r  NULL    430.1899 21.8010
OBS: 54036.117 r  NULL    367.3999 28.7320
OBS: 54039.113 r  NULL    327.9599 51.2260
OBS: 54041.117 r  NULL    121.6300 86.4710
OBS: 54048.109 r  NULL    249.0000 23.5370
OBS: 54051.102 r  NULL    113.4500 36.5980
OBS: 54052.113 r  NULL    165.5500 26.8930
OBS: 54055.109 r  NULL    139.1900 23.9320
OBS: 54058.105 r  NULL    131.1000 23.4490
OBS: 54063.098 r  NULL    102.3700 28.1240
OBS: 53974.180 i  NULL    31.1000 32.3470
OBS: 53989.168 i  NULL    -0.1700 32.5130
OBS: 53989.188 i  NULL    41.1900 32.1540
OBS: 53995.176 i  NULL    10.3100 30.9950
OBS: 53997.152 i  NULL    -12.5500 34.7210
OBS: 54005.125 i  NULL    45.8800 30.5260
OBS: 54007.137 i  NULL    42.6200 33.8380
OBS: 54009.133 i  NULL    139.6199 34.1140
OBS: 54011.199 i  NULL    241.8899 37.3980
OBS: 54019.148 i  NULL    433.3598 36.5980
OBS: 54025.195 i  NULL    465.7498 37.5360
OBS: 54029.125 i  NULL    446.7798 32.1820
OBS: 54031.113 i  NULL    380.3899 31.6300
OBS: 54036.117 i  NULL    396.5598 42.2000
OBS: 54039.113 i  NULL    255.0699 57.1870
OBS: 54048.109 i  NULL    256.4899 37.2600
OBS: 54051.102 i  NULL    225.7699 50.6180
OBS: 54052.113 i  NULL    256.7299 42.0070
OBS: 54055.109 i  NULL    248.0499 37.9500
OBS: 54058.105 i  NULL    227.8799 36.7630
OBS: 54063.098 i  NULL    205.8299 43.6630
OBS: 53974.180 z  NULL    -24.6600 100.9610
OBS: 53989.168 z  NULL    -96.7600 100.5190
OBS: 53989.188 z  NULL    -38.8900 92.3500
OBS: 53995.176 z  NULL    15.1500 99.6080
OBS: 53997.152 z  NULL    113.8001 143.2991
OBS: 54005.125 z  NULL    64.7300 99.8570
OBS: 54007.137 z  NULL    -60.9100 111.0351
OBS: 54009.133 z  NULL    121.9901 101.1540
OBS: 54011.199 z  NULL    262.4101 109.8201
OBS: 54019.148 z  NULL    329.6101 106.2320
OBS: 54025.195 z  NULL    220.2201 129.2781
OBS: 54029.125 z  NULL    275.1201 102.4790
OBS: 54031.113 z  NULL    207.0501 97.6210
OBS: 54036.117 z  NULL    11.1800 137.4481
OBS: 54039.113 z  NULL    219.9701 171.5061
OBS: 54048.109 z  NULL    112.6001 125.8561
OBS: 54051.102 z  NULL    -201.2801 282.0721
OBS: 54052.113 z  NULL    316.5201 152.3241
OBS: 54054.133 z  NULL    239.6001 218.5371
OBS: 54055.109 z  NULL    96.9000 128.6711
OBS: 54058.105 z  NULL    94.4600 122.5991
OBS: 54063.098 z  NULL    135.7201 160.1351
OBS: 53974.180 u  NULL    -34.4200 39.4130
OBS: 53989.168 u  NULL    -45.6000 51.2260
OBS: 53989.188 u  NULL    60.4800 52.0810
OBS: 53995.176 u  NULL    13.0600 37.0940
OBS: 53997.152 u  NULL    13.0600 51.1430
OBS: 54005.125 u  NULL    5.3600 38.2810
OBS: 54007.137 u  NULL    -3.0600 42.9180
OBS: 54009.133 u  NULL    -8.4100 49.3210
OBS: 54011.199 u  NULL    -39.2300 70.4080
OBS: 54019.148 u  NULL    100.4100 46.5060
OBS: 54025.195 u  NULL    86.5100 47.4170
OBS: 54029.125 u  NULL    72.0500 38.0330
OBS: 54031.113 u  NULL    12.6600 41.4000
OBS: 54036.117 u  NULL    37.9300 54.7580
OBS: 54039.113 u  NULL    238.3999 115.4510
OBS: 54048.109 u  NULL    14.6100 47.0860
OBS: 54051.102 u  NULL    109.7200 73.8580
OBS: 54052.113 u  NULL    23.7400 47.1960
OBS: 54054.133 u  NULL    4.9700 72.4500
OBS: 54055.109 u  NULL    -26.0800 49.9840
OBS: 54058.105 u  NULL    3.0400 45.0430
OBS: 54063.098 u  NULL    46.8100 54.3720
END_PHOTOMETRY:

# =============================================
