SURVEY: SDSS
SNID: 17825.0
IAUC: UNKNOWN
RA: 0.0
DECL: 0.0
PHOTOMETRY_VERSION: SDSS
MWEBV: 0.0282 MW E(B-V)
REDSHIFT_HELIO: 0.161 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 54367.064
FILTERS: tvywxABCfhjklugriz

NOBS: 93
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 54346.410 g  NULL    63.4300 35.0520
OBS: 54348.414 g  NULL    38.8300 20.1950
OBS: 54355.426 g  NULL    321.2601 15.6710
OBS: 54358.371 g  NULL    495.5202 18.4530
OBS: 54365.406 g  NULL    739.1603 16.1350
OBS: 54381.426 g  NULL    288.3901 15.6740
OBS: 54384.430 g  NULL    208.3501 15.1170
OBS: 54386.418 g  NULL    176.5501 16.6180
OBS: 54388.422 g  NULL    133.6701 14.5260
OBS: 54392.418 g  NULL    132.5601 18.6190
OBS: 54393.426 g  NULL    108.4000 14.8240
OBS: 54396.289 g  NULL    63.6100 90.4450
OBS: 54403.336 g  NULL    26.8300 91.4940
OBS: 54405.391 g  NULL    53.1200 22.9600
OBS: 54406.328 g  NULL    42.0100 16.5680
OBS: 54412.355 g  NULL    29.3800 14.8380
OBS: 54416.328 g  NULL    35.1900 13.2310
OBS: 54421.332 g  NULL    38.5100 15.4390
OBS: 54423.309 g  NULL    1.1300 24.0450
OBS: 54433.332 g  NULL    75.5000 52.9090
OBS: 54346.410 r  NULL    64.0200 37.1500
OBS: 54348.414 r  NULL    74.6100 24.6330
OBS: 54355.426 r  NULL    313.1599 35.0520
OBS: 54358.371 r  NULL    526.4699 31.4640
OBS: 54365.406 r  NULL    738.3899 22.6150
OBS: 54381.426 r  NULL    524.5299 22.0220
OBS: 54384.430 r  NULL    438.1999 23.0050
OBS: 54386.418 r  NULL    402.9199 24.5230
OBS: 54388.422 r  NULL    360.3499 23.0870
OBS: 54392.418 r  NULL    295.4499 25.0750
OBS: 54393.426 r  NULL    308.2799 26.0600
OBS: 54396.289 r  NULL    303.4699 70.0760
OBS: 54405.391 r  NULL    175.0500 27.3350
OBS: 54406.328 r  NULL    151.9600 22.4110
OBS: 54412.355 r  NULL    154.9600 24.8790
OBS: 54416.328 r  NULL    96.8900 18.8400
OBS: 54421.332 r  NULL    82.3900 24.3270
OBS: 54423.309 r  NULL    103.2400 27.5810
OBS: 54433.332 r  NULL    163.5600 64.2530
OBS: 54346.410 i  NULL    -49.4200 43.8840
OBS: 54348.414 i  NULL    44.5500 37.2880
OBS: 54355.426 i  NULL    271.4599 47.3060
OBS: 54358.371 i  NULL    410.3598 38.6680
OBS: 54365.406 i  NULL    637.4598 33.0370
OBS: 54381.426 i  NULL    456.7998 31.6850
OBS: 54384.430 i  NULL    415.3198 33.7550
OBS: 54386.418 i  NULL    341.9799 37.8670
OBS: 54388.422 i  NULL    367.9299 32.3200
OBS: 54392.418 i  NULL    332.2999 39.3580
OBS: 54393.426 i  NULL    284.6299 36.0730
OBS: 54396.289 i  NULL    285.1499 80.0680
OBS: 54403.336 i  NULL    282.5199 90.5560
OBS: 54405.391 i  NULL    172.7299 38.7230
OBS: 54406.328 i  NULL    146.2699 31.4920
OBS: 54412.355 i  NULL    126.5500 36.2660
OBS: 54416.328 i  NULL    92.2000 29.5870
OBS: 54421.332 i  NULL    134.2799 39.0540
OBS: 54423.309 i  NULL    66.2900 37.3700
OBS: 54433.332 i  NULL    30.4000 54.2890
OBS: 54346.410 z  NULL    -118.6801 118.0181
OBS: 54348.414 z  NULL    -110.4001 125.7731
OBS: 54355.426 z  NULL    377.9502 110.4001
OBS: 54358.371 z  NULL    456.9102 129.8031
OBS: 54365.406 z  NULL    373.1202 97.3730
OBS: 54381.426 z  NULL    296.7701 100.7950
OBS: 54384.430 z  NULL    225.8901 106.4810
OBS: 54386.418 z  NULL    125.1901 115.8651
OBS: 54388.422 z  NULL    236.7601 99.7460
OBS: 54392.418 z  NULL    391.6202 153.1801
OBS: 54393.426 z  NULL    494.0502 116.4441
OBS: 54396.289 z  NULL    410.5202 204.6821
OBS: 54403.336 z  NULL    12.9600 272.3571
OBS: 54404.391 z  NULL    895.0804 493.2122
OBS: 54405.391 z  NULL    294.0301 143.8791
OBS: 54406.328 z  NULL    152.8601 101.5130
OBS: 54412.355 z  NULL    241.9501 117.7971
OBS: 54416.328 z  NULL    216.5701 95.3030
OBS: 54421.332 z  NULL    161.4001 131.5691
OBS: 54423.309 z  NULL    24.0900 110.3721
OBS: 54433.332 z  NULL    343.8402 182.1051
OBS: 54355.426 u  NULL    167.2599 57.8500
OBS: 54358.371 u  NULL    138.6900 52.2190
OBS: 54365.406 u  NULL    193.2599 38.7780
OBS: 54381.426 u  NULL    47.8200 41.5660
OBS: 54386.418 u  NULL    -95.9600 48.2720
OBS: 54388.422 u  NULL    20.1400 45.0160
OBS: 54393.426 u  NULL    -47.1400 58.9540
OBS: 54405.391 u  NULL    -39.7700 74.5750
OBS: 54412.355 u  NULL    17.3800 48.8240
OBS: 54416.328 u  NULL    37.9300 40.3510
OBS: 54421.332 u  NULL    -16.9400 49.0730
OBS: 54423.309 u  NULL    91.7500 60.1680
OBS: 54433.332 u  NULL    -61.0100 121.5500
END_PHOTOMETRY:

# =============================================
