SURVEY: FOUNDATION
SNTYPE: 1
SNID: PS16axi
RA: 162.0296822
DECL: 0.1635085
MWEBV: 0.0338 +- 0.0017
FILTERS: griz
REDSHIFT_HELIO: 0.0392989 +- 0.0000111
REDSHIFT_FINAL: 0.0405193 +- 0.0000111
SEARCH_PEAKMJD: 57463.35480
HOSTGAL_LOGMASS: 10.836 +- 0.001
VPEC: -142.835
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 31
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57463.35440      g    NULL    13416.126        267.630    17.181     0.022  2.37
OBS:  57472.34885      g    NULL     7369.617        220.202    17.831     0.032  1.84
OBS:  57477.28883      g    NULL     4823.876        153.019    18.292     0.034  2.81
OBS:  57483.35354      g    NULL     2912.682        122.894    18.839     0.046  1.55
OBS:  57490.31636      g    NULL     1661.075         92.794    19.449     0.060  2.20
OBS:  57499.34965      g    NULL      801.045        200.644    20.241     0.271  2.13
OBS:  57508.25160      g    NULL      912.802         82.488    20.099     0.098  1.90
OBS:  57463.35480      r    NULL    13687.429        246.648    17.159     0.020  1.83
OBS:  57472.34925      r    NULL     8901.330        208.173    17.626     0.025  1.72
OBS:  57477.28923      r    NULL     7152.243        160.006    17.864     0.024  2.56
OBS:  57483.35394      r    NULL     5609.981        141.270    18.128     0.027  1.75
OBS:  57490.31676      r    NULL     4462.519        120.045    18.376     0.029  2.41
OBS:  57499.35005      r    NULL     2696.365        141.043    18.923     0.057  1.71
OBS:  57508.25211      r    NULL     2085.997         79.823    19.202     0.041  1.83
OBS:  57461.36479      r    NULL    12367.057        188.278    17.269     0.017  2.09
OBS:  57461.37720      r    NULL    12387.505        188.458    17.268     0.017  2.09
OBS:  57461.38975      r    NULL    12760.127        200.367    17.235     0.017  2.17
OBS:  57461.40213      r    NULL    12720.157        192.005    17.239     0.016  2.20
OBS:  57463.35516      i    NULL     7975.003        179.103    17.746     0.024  2.06
OBS:  57472.34961      i    NULL     4433.483        135.472    18.383     0.033  1.46
OBS:  57477.28959      i    NULL     4108.336        131.392    18.466     0.035  2.28
OBS:  57483.35430      i    NULL     4264.877        144.046    18.425     0.037  2.27
OBS:  57490.31712      i    NULL     4368.422        125.399    18.399     0.031  2.05
OBS:  57499.35041      i    NULL     2383.823        130.091    19.057     0.059  1.62
OBS:  57508.25246      i    NULL     1745.756         83.549    19.395     0.052  1.63
OBS:  57472.34998      z    NULL     4434.969        172.757    18.383     0.042  1.35
OBS:  57477.28995      z    NULL     4616.942        182.420    18.339     0.043  2.10
OBS:  57483.35466      z    NULL     4948.427        176.089    18.264     0.038  1.55
OBS:  57490.31749      z    NULL     4567.191        168.925    18.351     0.040  2.00
OBS:  57499.35077      z    NULL     2238.337        151.740    19.125     0.073  1.48
OBS:  57508.25283      z    NULL     1449.947        130.415    19.597     0.097  1.65
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57484.00
SPEC:   4164.50   4165.50 1.07920e-16 1.07152e-16 1
SPEC:   4165.50   4166.50 9.24865e-17 1.07145e-16 1
SPEC:   4166.50   4167.50 1.00193e-16 1.07295e-16 1
SPEC:   4167.50   4168.50 -2.19926e-18 1.07450e-16 1
SPEC:   4168.50   4169.50 1.13501e-16 1.07387e-16 1
SPEC:   4169.50   4170.50 1.61075e-16 1.06994e-16 1
SPEC:   4170.50   4171.50 4.07937e-17 1.06927e-16 1
SPEC:   4171.50   4172.50 6.67828e-18 1.07055e-16 1
SPEC:   4172.50   4173.50 2.07201e-16 1.06905e-16 1
SPEC:   4173.50   4174.50 1.59334e-16 1.06625e-16 1
SPEC:   4174.50   4175.50 1.80639e-16 1.06723e-16 1
SPEC:   4175.50   4176.50 2.56439e-16 1.06805e-16 1
SPEC:   4176.50   4177.50 1.50446e-16 1.06777e-16 1
SPEC:   4177.50   4178.50 1.77325e-16 1.06750e-16 1
SPEC:   4178.50   4179.50 1.11483e-16 1.06837e-16 1
SPEC:   4179.50   4180.50 1.87731e-16 1.06841e-16 1
SPEC:   4180.50   4181.50 3.15805e-16 1.06697e-16 1
SPEC:   4181.50   4182.50 2.14223e-16 1.06590e-16 1
SPEC:   4182.50   4183.50 2.85034e-16 1.06629e-16 1
SPEC:   4183.50   4184.50 1.73032e-16 1.06643e-16 1
SPEC:   4184.50   4185.50 1.15362e-16 1.06533e-16 1
SPEC:   4185.50   4186.50 1.20539e-16 1.06731e-16 1
SPEC:   4186.50   4187.50 2.24410e-16 1.06835e-16 1
SPEC:   4187.50   4188.50 2.21297e-16 1.06686e-16 1
SPEC:   4188.50   4189.50 2.69445e-16 1.06565e-16 1
SPEC:   4189.50   4190.50 2.01466e-16 1.06425e-16 1
SPEC:   4190.50   4191.50 3.77439e-17 1.06426e-16 1
SPEC:   4191.50   4192.50 5.47720e-17 1.06495e-16 1
SPEC:   4192.50   4193.50 2.10581e-16 1.06565e-16 1
SPEC:   4193.50   4194.50 1.32418e-16 1.06559e-16 1
SPEC:   4194.50   4195.50 1.15881e-16 1.06296e-16 1
SPEC:   4195.50   4196.50 8.89416e-17 1.06082e-16 1
SPEC:   4196.50   4197.50 5.30778e-17 1.06123e-16 1
SPEC:   4197.50   4198.50 2.27952e-16 1.06257e-16 1
SPEC:   4198.50   4199.50 2.33090e-16 1.06120e-16 1
SPEC:   4199.50   4200.50 1.45585e-16 1.05744e-16 1
SPEC:   4200.50   4201.50 1.99583e-16 1.05809e-16 1
SPEC:   4201.50   4202.50 1.37562e-16 1.05806e-16 1
SPEC:   4202.50   4203.50 1.26905e-16 1.05763e-16 1
SPEC:   4203.50   4204.50 1.37366e-16 1.05783e-16 1
SPEC:   4204.50   4205.50 4.50526e-17 1.05625e-16 1
SPEC:   4205.50   4206.50 7.04489e-17 1.05786e-16 1
SPEC:   4206.50   4207.50 3.27977e-17 1.05861e-16 1
SPEC:   4207.50   4208.50 1.33375e-16 1.05773e-16 1
SPEC:   4208.50   4209.50 1.58165e-16 1.05571e-16 1
