SURVEY: FOUNDATION
SNTYPE: 1
SNID: PSNJ2043531
RA: 310.9716230
DECL: 12.5084909
MWEBV: 0.0857 +- 0.0043
FILTERS: griz
REDSHIFT_HELIO: 0.0154970 +- 0.0000170
REDSHIFT_FINAL: 0.0145079 +- 0.0000170
SEARCH_PEAKMJD: 57227.42573
HOSTGAL_LOGMASS: 11.145 +- 0.001
VPEC: 232.136
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 29
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57217.52122      g    NULL    12338.183        237.623    17.272     0.021  2.79
OBS:  57222.40869      g    NULL    28939.051        455.514    16.346     0.017  1.94
OBS:  57227.42535      g    NULL    33680.187        519.558    16.182     0.017  1.85
OBS:  57231.36950      g    NULL    27293.457        450.497    16.410     0.018  1.72
OBS:  57239.49893      g    NULL    10357.751        280.777    17.462     0.029  3.67
OBS:  57246.32141      g    NULL     5429.290        139.617    18.163     0.028  1.56
OBS:  57256.33531      g    NULL     2646.954        140.630    18.943     0.057  2.03
OBS:  57217.52166      r    NULL    14347.953        263.035    17.108     0.020  2.92
OBS:  57222.40904      r    NULL    32367.705        488.890    16.225     0.016  1.63
OBS:  57227.42573      r    NULL    39856.144        588.690    15.999     0.016  1.64
OBS:  57231.36985      r    NULL    35838.421        544.910    16.114     0.016  1.63
OBS:  57239.49928      r    NULL    23474.056        385.138    16.574     0.018  2.69
OBS:  57246.32182      r    NULL    16837.697        278.573    16.934     0.018  1.32
OBS:  57256.33571      r    NULL     7982.158        175.865    17.745     0.024  1.76
OBS:  57217.52203      i    NULL    12078.625        247.032    17.295     0.022  2.39
OBS:  57222.40946      i    NULL    27135.056        423.167    16.416     0.017  1.66
OBS:  57227.42605      i    NULL    29112.970        444.526    16.340     0.017  1.59
OBS:  57231.37025      i    NULL    25769.809        408.586    16.472     0.017  1.64
OBS:  57239.49969      i    NULL    19965.086        353.470    16.749     0.019  2.40
OBS:  57246.32218      i    NULL    19502.318        317.153    16.775     0.018  1.26
OBS:  57256.33608      i    NULL     8186.028        187.194    17.717     0.025  1.73
OBS:  57222.40977      z    NULL    22396.233        386.443    16.625     0.019  1.58
OBS:  57227.42642      z    NULL    25590.414        422.352    16.480     0.018  1.51
OBS:  57231.37056      z    NULL    25041.685        424.513    16.503     0.018  1.34
OBS:  57239.50005      z    NULL    22858.738        425.472    16.602     0.020  2.05
OBS:  57246.32255      z    NULL    19155.044        337.269    16.794     0.019  1.15
OBS:  57256.33645      z    NULL     9224.197        236.410    17.588     0.028  1.69
OBS:  57189.61586      z    NULL      207.990         99.873    21.705     0.519  1.35
OBS:  57192.60707      z    NULL       49.263         63.742    23.269     1.397  1.14
END:
