SURVEY:     DES                                     
SNID:       1279500             
IAUC:       NULL                
FILTERS:    griz
FAKE:         0
TYPE:         1
MASK_FLUXCOR_SNANA:    3
RA:            36.925739               # deg
DECL:          -4.314926               # deg
MWEBV:        0.022                    # MW E(B-V)
MWEBV_ERR:    0.001                    # MW E(B-V)
PIXSIZE:     0.2700                    # arcSec
PEAKMJD:     57250.668
REDSHIFT_FINAL:   0.2350 +-  0.0050    # (CMB)
REDSHIFT_HELIO:   0.2360 +-  0.0050    # (HELIO)
  
HOSTGAL_OBJID:        19471
HOSTGAL_PHOTOZ:    0.3298 +-  0.0485   # (HELIO)
HOSTGAL_SPECZ:     0.2357 +- -9.0000   # (HELIO)
HOSTGAL_SNSEP:     1.3000              # arcSec
HOSTGAL_LOGMASS:     9.6990 +-  0.0695 # log10(M/Msolar)
HOSTGAL_MAG:            22.32    21.50    21.13    20.98    # griz
HOSTGAL_SB_FLUXCAL:     17.17    37.42    56.28    61.18    # griz
  
# Private variables
PRIVATE(DES_mjd_latest_ml):         57365.081
PRIVATE(DES_mjd_trigger):           57253.343
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
NOBS:  45
NVAR:  11
VARLIST: MJD BAND FIELD  FLUXCAL FLUXCALERR  ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB 
OBS: 57249.293  g  X3    375.22      6.5986    30.849 2.798   6.07 3.690  32768 1.080 
OBS: 57249.302  r  X3    409.18      5.3846    31.809 2.763  11.22 3.643      0 0.990 
OBS: 57249.318  i  X3    367.86      6.4098    31.653 2.494  12.17 3.912      0 1.050 
OBS: 57249.341  z  X3    228.83      6.5371    31.291 2.220  11.51 3.916      0 0.990 
OBS: 57253.343  g  X3    372.80      4.8574    30.945 2.547   4.87 3.707      0 1.090 
OBS: 57253.352  r  X3    414.01      4.7924    31.846 2.452  11.23 3.633      0 1.040 
OBS: 57253.373  i  X3    379.19      6.0654    31.671 2.309  12.82 3.916      0 1.030 
OBS: 57255.289  z  X3    204.36      9.4670    30.923 2.380  10.54 3.910      0 1.010 
OBS: 57257.322  g  X3    311.45      5.7693    30.920 2.560   5.90 3.725  32768 1.100 
OBS: 57257.332  r  X3    394.09      4.6934    31.831 2.442  10.69 3.669      0 1.000 
OBS: 57257.352  i  X3    360.67      5.3389    31.651 1.956  11.87 3.872      0 0.980 
OBS: 57265.240  z  X3    133.38      9.1316    31.305 2.645  13.29 3.871      0 0.970 
OBS: 57265.392  i  X3    266.76      9.4113    31.659 2.120  22.28 4.004      0 0.960 
OBS: 57273.342  i  X3    191.45      5.7588    31.677 2.728  10.51 3.854      0 1.020 
OBS: 57273.364  z  X3    106.89      6.0076    31.310 2.527   9.61 3.894      0 1.020 
OBS: 57278.217  r  X3    167.29      4.3069    31.820 2.438  10.97 3.650      0 1.050 
OBS: 57278.257  g  X3    66.508      3.5609    30.920 2.281   4.76 3.724      0 1.050 
OBS: 57283.189  i  X3    171.94      5.9010    31.664 2.440  11.56 3.853      0 0.970 
OBS: 57283.215  z  X3    128.58      4.8770    31.350 1.996   9.81 3.898      0 1.020 
OBS: 57287.180  g  X3    34.179      12.818    30.798 4.210   9.88 3.892      0 0.970 
OBS: 57287.238  r  X3    110.65      5.2118    31.836 3.100  11.92 3.701      0 1.000 
OBS: 57287.263  i  X3    159.46      6.9408    31.676 3.376  10.53 3.860      0 1.050 
OBS: 57287.291  z  X3    131.12      7.7584    31.290 2.941   9.88 3.898  32768 1.000 
OBS: 57291.169  i  X3    153.71      12.408    31.623 2.617  25.23 4.003  98304 1.020 
OBS: 57291.235  r  X3    110.54      10.099    31.819 2.534  29.19 3.810      0 0.960 
OBS: 57291.252  z  X3    128.31      6.3325    31.302 2.033  12.68 3.899      0 0.980 
OBS: 57297.258  r  X3    90.931      12.550    31.839 2.827  24.46 3.815      0 1.020 
OBS: 57297.273  i  X3    105.22      8.8715    31.683 2.649  18.42 4.004      0 1.010 
OBS: 57297.295  z  X3    104.37      8.7857    31.302 2.802  13.27 3.896      0 1.030 
OBS: 57301.293  r  X3    78.280      13.668    30.521 2.449  15.67 3.766      0 0.930 
OBS: 57302.140  z  X3    83.386      6.2228    31.239 2.273  10.73 3.904      0 1.020 
OBS: 57302.305  g  X3    20.066      6.6154    30.840 4.048   5.18 3.739      0 0.980 
OBS: 57303.231  g  X3    16.690      4.9469    30.754 3.161   4.68 3.704      0 1.050 
OBS: 57305.292  r  X3    58.569      11.315    31.804 4.203  14.56 3.674  65536 1.010 
OBS: 57305.308  i  X3    86.124      9.0336    31.665 3.978  11.88 3.838  65536 0.990 
OBS: 57311.120  r  X3    51.521      4.8235    31.815 3.045  10.52 3.674      0 1.120 
OBS: 57311.136  i  X3    61.151      4.4013    31.649 2.059  10.56 3.874      0 1.040 
OBS: 57311.160  z  X3    60.516      4.8516    31.301 2.299   8.06 3.909      0 1.000 
OBS: 57311.271  g  X3    17.092      3.7832    30.909 2.521   4.94 3.723      0 1.000 
OBS: 57315.219  g  X3    18.209      4.7749    30.826 3.207   4.87 3.714      0 1.050 
OBS: 57315.240  r  X3    44.482      13.057    31.043 3.436  14.97 3.783  32768 1.070 
OBS: 57316.100  i  X3    53.317      15.621    31.188 3.292  19.28 4.005      0 1.000 
OBS: 57317.099  z  X3    53.716      6.3704    31.264 2.079  12.38 3.930      0 1.000 
OBS: 57319.114  r  X3    30.882      17.814    31.805 3.505  31.70 3.820  65536 0.980 
OBS: 57319.287  g  X3    39.009      17.548    30.868 3.564  18.04 3.906  65536 1.120 
END: 
