SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-16dn
RA: 162.2055568
DECL: -20.2639371
MWEBV: 0.0327 +- 0.0016
FILTERS: griz
REDSHIFT_HELIO: 0.0128500 +- 0.0001000
REDSHIFT_FINAL: 0.0140477 +- 0.0001000
SEARCH_PEAKMJD: 57488.28760
HOSTGAL_LOGMASS: 7.285 +- 0.017
VPEC: -139.772
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 31
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57478.29728      g    NULL    44760.778        674.128    15.873     0.016  2.25
OBS:  57481.33935      g    NULL    87569.955       1254.628    15.144     0.016  1.97
OBS:  57488.28760      g    NULL   139337.248       1967.276    14.640     0.015  2.21
OBS:  57493.24604      g    NULL   130052.735       1851.288    14.715     0.015  1.90
OBS:  57500.29582      g    NULL    96249.530       1399.135    15.042     0.016  1.75
OBS:  57508.30067      g    NULL    58029.134        851.472    15.591     0.016  1.69
OBS:  57521.25880      g    NULL    21831.329        409.267    16.652     0.020  2.17
OBS:  57478.29770      r    NULL    41270.994        614.578    15.961     0.016  3.00
OBS:  57481.33975      r    NULL    75087.991       1073.143    15.311     0.016  1.85
OBS:  57488.28801      r    NULL   118153.901       1673.808    14.819     0.015  1.82
OBS:  57493.24569      r    NULL   117991.082       1673.411    14.820     0.015  2.02
OBS:  57500.29623      r    NULL    82960.361       1201.465    15.203     0.016  1.88
OBS:  57508.30108      r    NULL    59176.636        856.418    15.570     0.016  1.71
OBS:  57521.25922      r    NULL    44429.725        659.453    15.881     0.016  1.84
OBS:  57490.32671      r    NULL   124928.624       1739.040    14.758     0.015  2.33
OBS:  57490.33705      r    NULL   125551.349       1747.435    14.753     0.015  2.42
OBS:  57490.34739      r    NULL   123746.204       1723.434    14.769     0.015  2.72
OBS:  57490.35775      r    NULL   124653.244       1735.867    14.761     0.015  3.28
OBS:  57478.29804      i    NULL    32975.081        504.906    16.205     0.017  2.33
OBS:  57481.34010      i    NULL    58730.600        854.883    15.578     0.016  1.56
OBS:  57488.28836      i    NULL    70466.029       1019.548    15.380     0.016  1.65
OBS:  57493.24528      i    NULL    61210.998        893.672    15.533     0.016  1.63
OBS:  57500.29657      i    NULL    40673.647        620.957    15.977     0.017  1.64
OBS:  57508.30144      i    NULL    32664.298        493.668    16.215     0.016  1.60
OBS:  57521.25956      i    NULL    37284.619        565.184    16.071     0.016  1.87
OBS:  57481.34046      z    NULL    51207.135        773.029    15.727     0.016  1.39
OBS:  57488.28872      z    NULL    67030.555        994.364    15.434     0.016  1.52
OBS:  57493.24493      z    NULL    62834.586        941.142    15.505     0.016  1.79
OBS:  57500.29693      z    NULL    45585.840        714.185    15.853     0.017  1.50
OBS:  57508.30179      z    NULL    41899.793        644.027    15.944     0.017  1.47
OBS:  57521.25992      z    NULL    39436.685        633.676    16.010     0.017  1.65
END:
