SURVEY: SNLS3_LC
SNID: 05D4ef
IAUC: UNKNOWN
RA: 0.0
DECL: 0.0
PHOTOMETRY_VERSION: SNLS3_LC
MWEBV: 0.0301 MW E(B-V)
REDSHIFT_HELIO: 0.605 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53625.708
FILTERS: griz

NOBS: 111
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 53583.400 g  NULL    -0.1562 1.2236
OBS: 53586.530 g  NULL    0.0091 1.1994
OBS: 53587.390 g  NULL    -0.3579 0.8584
OBS: 53592.430 g  NULL    1.0685 0.9534
OBS: 53594.450 g  NULL    1.4168 1.3125
OBS: 53609.420 g  NULL    2.7005 1.3508
OBS: 53613.420 g  NULL    10.5105 1.5555
OBS: 53617.420 g  NULL    12.1801 0.9792
OBS: 53622.340 g  NULL    13.4120 1.1713
OBS: 53624.380 g  NULL    10.8637 1.3796
OBS: 53639.300 g  NULL    1.9188 1.2990
OBS: 53642.290 g  NULL    2.8419 1.1535
OBS: 53648.310 g  NULL    1.4955 1.0006
OBS: 53651.300 g  NULL    -0.4113 1.1373
OBS: 53654.290 g  NULL    -3.8850 2.9678
OBS: 53666.340 g  NULL    2.2027 1.3382
OBS: 53670.230 g  NULL    -0.5793 1.0527
OBS: 53674.290 g  NULL    1.0579 1.1673
OBS: 53678.260 g  NULL    0.5930 1.2976
OBS: 53700.200 g  NULL    0.0340 0.9612
OBS: 53705.240 g  NULL    -0.9426 1.0429
OBS: 53915.560 g  NULL    -1.8722 2.7541
OBS: 53916.510 g  NULL    0.1847 1.9322
OBS: 53921.510 g  NULL    0.2362 1.8492
OBS: 53935.560 g  NULL    0.0831 1.5602
OBS: 53939.520 g  NULL    -1.5534 1.1893
OBS: 53943.520 g  NULL    1.2426 1.1672
OBS: 53946.450 g  NULL    -0.3966 1.7595
OBS: 53586.430 i  NULL    2.3000 1.3007
OBS: 53591.440 i  NULL    -0.7177 3.2957
OBS: 53594.400 i  NULL    -2.1941 2.4529
OBS: 53609.360 i  NULL    12.9510 1.4912
OBS: 53613.350 i  NULL    24.0858 2.0869
OBS: 53622.340 i  NULL    41.6176 2.3653
OBS: 53624.320 i  NULL    48.4589 2.1021
OBS: 53639.290 i  NULL    37.2231 2.2830
OBS: 53642.250 i  NULL    26.5538 2.3522
OBS: 53647.340 i  NULL    19.0677 1.4897
OBS: 53651.260 i  NULL    15.5331 2.1209
OBS: 53654.230 i  NULL    10.2966 2.9138
OBS: 53666.270 i  NULL    8.4339 2.3999
OBS: 53667.330 i  NULL    12.2588 5.9685
OBS: 53670.210 i  NULL    1.7137 2.4728
OBS: 53674.230 i  NULL    3.7636 1.8370
OBS: 53678.200 i  NULL    4.9932 3.0842
OBS: 53681.220 i  NULL    5.3736 2.0184
OBS: 53699.210 i  NULL    4.7442 1.4740
OBS: 53705.220 i  NULL    4.0650 1.9507
OBS: 53709.200 i  NULL    3.6567 4.0019
OBS: 53888.590 i  NULL    -1.4271 2.4044
OBS: 53908.600 i  NULL    2.7803 6.5732
OBS: 53909.550 i  NULL    -3.1075 2.4022
OBS: 53913.520 i  NULL    -10.0946 4.3225
OBS: 53914.540 i  NULL    6.8070 7.5626
OBS: 53915.540 i  NULL    -2.2464 3.3900
OBS: 53920.500 i  NULL    -3.5816 2.0728
OBS: 53935.520 i  NULL    2.0734 2.2272
OBS: 53939.480 i  NULL    -0.8737 2.7281
OBS: 53943.430 i  NULL    2.2163 1.7370
OBS: 53946.580 i  NULL    0.0661 6.1225
OBS: 53586.500 r  NULL    -0.8316 1.2808
OBS: 53591.470 r  NULL    -3.1085 2.9327
OBS: 53592.400 r  NULL    -1.3468 1.4466
OBS: 53594.430 r  NULL    -0.8503 1.5703
OBS: 53609.390 r  NULL    10.8619 1.4057
OBS: 53613.400 r  NULL    26.9191 1.5393
OBS: 53617.400 r  NULL    36.3372 1.0977
OBS: 53622.380 r  NULL    41.6681 1.8208
OBS: 53624.360 r  NULL    43.2821 1.6305
OBS: 53639.350 r  NULL    21.0615 1.9920
OBS: 53642.270 r  NULL    17.7237 1.6086
OBS: 53648.260 r  NULL    9.7050 1.3564
OBS: 53651.280 r  NULL    3.1164 1.2778
OBS: 53654.270 r  NULL    6.3713 2.1639
OBS: 53666.320 r  NULL    4.5907 1.8593
OBS: 53670.250 r  NULL    3.6883 1.3629
OBS: 53674.260 r  NULL    3.3863 1.4027
OBS: 53678.230 r  NULL    0.9397 2.0947
OBS: 53681.250 r  NULL    0.4923 1.3988
OBS: 53699.250 r  NULL    1.2801 1.1569
OBS: 53705.260 r  NULL    0.5360 1.1971
OBS: 53709.230 r  NULL    0.9312 2.2509
OBS: 53889.600 r  NULL    1.6990 1.3393
OBS: 53909.580 r  NULL    0.8143 1.6319
OBS: 53915.580 r  NULL    -0.1391 1.6503
OBS: 53920.550 r  NULL    -2.3010 1.7329
OBS: 53935.490 r  NULL    4.5152 2.2158
OBS: 53939.500 r  NULL    -0.0319 1.5292
OBS: 53943.490 r  NULL    2.1165 1.3168
OBS: 53946.470 r  NULL    -1.1819 1.1650
OBS: 53587.430 z  NULL    0.1707 3.8646
OBS: 53593.380 z  NULL    -4.9560 3.7084
OBS: 53609.450 z  NULL    5.0332 4.2974
OBS: 53613.460 z  NULL    16.5771 5.4044
OBS: 53617.320 z  NULL    23.0479 7.3960
OBS: 53624.420 z  NULL    40.2136 3.8158
OBS: 53639.380 z  NULL    36.4305 5.4266
OBS: 53642.320 z  NULL    34.9780 4.3184
OBS: 53648.350 z  NULL    23.2776 4.4853
OBS: 53654.330 z  NULL    20.7619 5.9373
OBS: 53668.220 z  NULL    12.1173 7.1295
OBS: 53674.320 z  NULL    5.8708 4.9940
OBS: 53681.280 z  NULL    12.5143 12.3598
OBS: 53682.210 z  NULL    -4.9224 5.1317
OBS: 53700.230 z  NULL    6.4416 4.1490
OBS: 53909.600 z  NULL    -14.9560 8.4086
OBS: 53911.570 z  NULL    9.6467 5.7906
OBS: 53921.540 z  NULL    2.2520 7.6961
OBS: 53935.590 z  NULL    -2.8739 4.8818
OBS: 53943.550 z  NULL    -8.3519 3.7283
OBS: 53946.510 z  NULL    3.5670 4.2392
END_PHOTOMETRY:

# =============================================
