SURVEY: SDSS
SNID: 15259.0
IAUC: UNKNOWN
RA: 0.0
DECL: 0.0
PHOTOMETRY_VERSION: SDSS
MWEBV: 0.0672 MW E(B-V)
REDSHIFT_HELIO: 0.212 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 54026.338
FILTERS: tvywxABCfhjklugriz

NOBS: 113
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 53975.242 g  NULL    0.5200 14.0370
OBS: 53993.309 g  NULL    15.8500 15.7540
OBS: 53996.250 g  NULL    -0.7200 14.5090
OBS: 53998.219 g  NULL    -5.3100 13.1760
OBS: 54005.246 g  NULL    14.0200 13.4140
OBS: 54008.207 g  NULL    39.8600 19.9410
OBS: 54010.203 g  NULL    59.6500 24.0400
OBS: 54012.195 g  NULL    159.6001 39.6610
OBS: 54020.199 g  NULL    394.9802 19.2570
OBS: 54022.250 g  NULL    425.2102 15.7510
OBS: 54028.191 g  NULL    412.0902 16.6650
OBS: 54030.195 g  NULL    401.5902 16.3700
OBS: 54035.270 g  NULL    273.1001 20.8300
OBS: 54037.176 g  NULL    242.4401 18.7850
OBS: 54040.188 g  NULL    221.6601 47.2790
OBS: 54050.172 g  NULL    50.3400 20.5480
OBS: 54053.180 g  NULL    110.9600 17.9810
OBS: 54056.180 g  NULL    31.0000 23.3500
OBS: 54057.148 g  NULL    41.3400 14.3580
OBS: 54059.172 g  NULL    18.4400 16.1490
OBS: 54061.184 g  NULL    33.9700 17.9760
OBS: 54062.180 g  NULL    21.4500 21.0120
OBS: 54068.168 g  NULL    39.9900 59.9470
OBS: 53975.242 r  NULL    21.4200 22.0440
OBS: 53993.309 r  NULL    2.2400 20.2450
OBS: 53996.250 r  NULL    2.2800 20.8600
OBS: 53998.219 r  NULL    9.9500 19.9300
OBS: 54005.246 r  NULL    22.0100 20.0040
OBS: 54008.207 r  NULL    105.4100 23.8240
OBS: 54010.203 r  NULL    81.1300 26.6920
OBS: 54012.195 r  NULL    222.8200 36.4600
OBS: 54020.199 r  NULL    446.3599 23.6040
OBS: 54022.250 r  NULL    479.6499 20.9350
OBS: 54028.191 r  NULL    483.2099 24.5030
OBS: 54030.195 r  NULL    486.7799 23.1760
OBS: 54035.270 r  NULL    325.5499 36.7630
OBS: 54037.176 r  NULL    398.8499 25.5710
OBS: 54040.188 r  NULL    434.5799 51.6400
OBS: 54050.172 r  NULL    193.5300 33.4510
OBS: 54053.180 r  NULL    205.3600 27.0040
OBS: 54056.180 r  NULL    223.6400 31.8500
OBS: 54057.148 r  NULL    139.8400 22.0690
OBS: 54059.172 r  NULL    144.8900 28.2350
OBS: 54061.184 r  NULL    126.7500 26.6040
OBS: 54062.180 r  NULL    161.1400 29.9180
OBS: 54068.168 r  NULL    -22.7400 66.7920
OBS: 53975.242 i  NULL    -72.2800 44.4910
OBS: 53993.309 i  NULL    54.6400 31.8500
OBS: 53996.250 i  NULL    11.2100 31.9880
OBS: 53998.219 i  NULL    0.2600 30.4430
OBS: 54005.246 i  NULL    38.9600 31.1600
OBS: 54008.207 i  NULL    28.6900 37.1500
OBS: 54010.203 i  NULL    39.3500 33.6720
OBS: 54012.195 i  NULL    54.0400 41.5930
OBS: 54020.199 i  NULL    428.9798 40.6550
OBS: 54022.250 i  NULL    450.5098 38.6950
OBS: 54028.191 i  NULL    531.9898 45.2640
OBS: 54030.195 i  NULL    496.3998 32.8990
OBS: 54035.270 i  NULL    486.8598 59.3120
OBS: 54037.176 i  NULL    324.0899 34.8590
OBS: 54040.188 i  NULL    375.8399 81.2270
OBS: 54050.172 i  NULL    223.4599 54.2060
OBS: 54053.180 i  NULL    244.8299 44.6020
OBS: 54056.180 i  NULL    198.8299 47.9410
OBS: 54057.148 i  NULL    230.2299 35.1900
OBS: 54059.172 i  NULL    263.2599 42.6970
OBS: 54061.184 i  NULL    213.8699 49.4040
OBS: 54062.180 i  NULL    217.6999 48.1620
OBS: 54068.168 i  NULL    53.8000 67.7300
OBS: 53975.242 z  NULL    -85.2400 126.4081
OBS: 53993.309 z  NULL    9.9500 103.0030
OBS: 53996.250 z  NULL    -79.9300 109.2131
OBS: 53998.219 z  NULL    117.4301 95.3860
OBS: 54005.246 z  NULL    170.4101 99.9400
OBS: 54008.207 z  NULL    215.8501 126.9321
OBS: 54010.203 z  NULL    56.9200 98.6700
OBS: 54012.195 z  NULL    268.0001 108.6341
OBS: 54020.199 z  NULL    450.3202 116.6381
OBS: 54022.250 z  NULL    338.3602 92.1840
OBS: 54028.191 z  NULL    406.5102 122.5721
OBS: 54030.195 z  NULL    316.2002 96.9310
OBS: 54035.270 z  NULL    140.0101 179.0141
OBS: 54037.176 z  NULL    106.1600 115.7541
OBS: 54040.188 z  NULL    71.6400 167.2281
OBS: 54050.172 z  NULL    200.3301 207.3861
OBS: 54053.180 z  NULL    137.9501 136.8131
OBS: 54057.148 z  NULL    317.4902 118.7081
OBS: 54059.172 z  NULL    217.7801 124.0621
OBS: 54061.184 z  NULL    299.5301 152.8491
OBS: 54062.180 z  NULL    164.6501 170.9821
OBS: 54068.168 z  NULL    377.9502 205.6481
OBS: 53975.242 u  NULL    59.8100 44.7120
OBS: 53993.309 u  NULL    1.0200 46.2020
OBS: 53996.250 u  NULL    1.8500 42.5870
OBS: 53998.219 u  NULL    7.1300 42.5590
OBS: 54005.246 u  NULL    -35.7900 40.3510
OBS: 54008.207 u  NULL    -14.6300 51.3080
OBS: 54010.203 u  NULL    39.3800 54.2890
OBS: 54012.195 u  NULL    -23.6300 84.3730
OBS: 54020.199 u  NULL    70.6400 45.6780
OBS: 54022.250 u  NULL    109.5100 40.0200
OBS: 54028.191 u  NULL    38.2800 45.2920
OBS: 54030.195 u  NULL    59.2600 41.1790
OBS: 54035.270 u  NULL    131.7000 79.3780
OBS: 54037.176 u  NULL    41.0500 46.3960
OBS: 54040.188 u  NULL    -34.5800 116.2510
OBS: 54050.172 u  NULL    -226.0499 69.9110
OBS: 54053.180 u  NULL    35.8800 51.5570
OBS: 54056.180 u  NULL    -15.3600 71.4010
OBS: 54057.148 u  NULL    -27.4300 41.5660
OBS: 54059.172 u  NULL    -100.0900 48.8520
OBS: 54061.184 u  NULL    -19.0600 53.5440
OBS: 54062.180 u  NULL    -15.6600 63.2040
END_PHOTOMETRY:

# =============================================
